x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
0.046913459223440354,4.084594329289086e-8,2.8754630492288564e-8,6.734952624531986e-8,0.006874347563971256,0.05551969146710573,0.046464069370433965,0.0026565051725906137,7.996176315361448e-8,3.2769866272335583e-8,0.0495527869064779,0.03866485755733912,0.045343268805160264,0.03754084574324648,5.970000307953138e-7,0.01850015941094892,2.8127839807263956e-5,3.5613341911312857e-9,0.026018029436442547,0.0688554007692466,0.041567029840629995,7.335997730415009e-9,0.014597852413191448,2.137616754630519e-8,1.1675699725026823e-8,0.03758838235836529,1.3496563436027212e-6,6.524072757836623e-8,0.005445493230672564,1.2089332350074068e-8,0.01140558601460678,0.03958600607884073,0.003830744361738502,6.498195629762275e-9,6.09454966902067e-9,6.30105315602088e-9,0.0495361370475348,6.642897592122179e-9,2.887193320752772e-8,2.1303073939353545e-8,0.06469671975190014,0.04730212362403146,1.531462357452437e-6,0.049173875490086304,0.03939808788253721,6.973006225887701e-7,0.06719782117606234,1.0597303714901114e-8,0.02192770278610512,0.06381025598812129
0.050820848082065134,2.740349766473289e-7,0.042901951886989,2.5855190776009992e-8,0.0777498201106821,4.731833790116627e-7,2.983479393024739e-8,0.01633006726863222,0.028039617703228707,2.1691315432799832e-8,7.489838396657267e-8,0.03714787323803263,0.0007727928623791099,0.025329781549688988,8.558089095667893e-9,0.02936971730648518,1.9498693688667968e-8,9.060656700973498e-9,0.018791052848357557,3.4219269301659925e-8,0.039867787003390456,1.9500573196077377e-8,0.012791397306154237,0.015375845492829722,0.04576234672644188,1.7554102688313583e-7,1.1938229646627514e-8,8.352346658184813e-9,0.07249751726538126,0.05709933425582357,0.00022018579406430755,0.000431912243695467,0.0030297797739983665,1.9188205809233628e-8,0.030596485541306426,0.04206823340162118,1.4626145743433312e-8,0.05651020192343745,0.0031198281682696663,1.2094633969950331e-6,0.019345018940468608,4.558392780203198e-7,0.02016398272447143,3.397518954627686e-8,0.04760307163184285,0.05061339296864743,0.013933504499257602,0.042263870731170404,0.07775586564212925,0.02169399584988422
4.117328322053502e-6,0.00016862939554490922,0.05271675631106924,4.5619229807619845e-5,0.01455870804732041,0.02227428003193641,0.027548313478660963,3.800834816074795e-8,3.671766164369207e-7,0.06015654860511936,0.007365510131811612,0.002692671495215037,1.3129416348641367e-8,4.182312135902744e-8,0.050799187152029725,7.727230681828158e-8,0.008584828308108187,0.07875793862222404,3.9523725901627436e-8,0.010836389986214282,0.006763963156507592,0.07661712973850919,0.025602720836204025,0.05317344265430694,0.02107456210449649,0.0249106725748578,0.06711220579912659,0.0527687301916081,2.8018388234535864e-8,1.2785724999387977e-7,0.03893920152982811,1.4971620677402524e-8,0.028593109899209986,7.589100958450465e-5,0.0437512503946206,7.884579652731861e-6,0.04402836134074807,2.6472690665574123e-6,0.014417724600409954,0.07984180174166407,7.220082015722237e-8,0.011040989344762685,0.025293040751659633,2.2316547489038176e-8,0.002759489868907447,4.4702125518596e-7,2.035696654519658e-8,0.03524995051592312,0.011464405115458645,1.7182965878892776e-8
2.272923796656002e-9,0.030913771950534574,0.03526687072602732,0.0004209470977725323,1.561056630821762e-5,7.2470727186874265e-9,0.010184479048951901,0.03716518653035608,4.765244960772573e-9,0.018285433361011946,4.767577662539835e-9,6.854384275812145e-9,5.5479802332805744e-9,0.03435297518720122,3.809975583695057e-9,0.03852387798414055,0.0387096301191835,0.055781435910940376,0.06743488585757396,4.7155227216452444e-9,5.7758328873919605e-9,0.05075194578519909,0.028873910200407082,3.081209458581474e-6,1.069338789524592e-5,0.018327406492034824,4.631384863322164e-8,5.350110247710875e-9,0.04556875711697016,0.012098318119172346,0.061427855750333625,2.7668884345592788e-8,0.05616260766696049,0.04190629675920853,0.028787532977465,0.00748829987560132,0.00809921816698534,0.0184278150580288,0.08156795275924078,0.08416375669988699,0.04339609744039887,3.645776701919011e-9,2.416595579314487e-9,1.2875476957552e-8,2.4456660234294742e-9,4.4973549133167206e-8,0.0030010386008641945,0.0030717312647432016,0.03980773474035622,2.6541425229092242e-6
2.4550903241450168e-8,0.010628124657018448,0.012732127261223936,0.04161083837182544,6.874917980487571e-9,1.704723285187832e-8,0.022720805182234963,0.00021019454748970562,0.053411308180930026,7.4090777610722835e-9,1.5557812901312796e-8,0.025538273803857457,0.03554862972054736,0.015474380648331754,1.4784250872932557e-8,0.010440728814950102,0.09693091301308847,2.047656991207648e-8,0.05906097719364796,1.7615747911761828e-8,0.026463807311746832,1.3107252420435623e-5,5.991305797495402e-9,0.03329514659662365,7.3614205574623435e-9,0.02391817495390438,2.5469858017573118e-8,1.4829725890167137e-8,0.0522443486849617,0.023348199554895057,0.003920111758118875,0.028376116191263286,3.0765214883953426e-8,0.016175111150015957,0.0009670938685847083,0.015936020925703148,0.017969433605159534,0.030823424265098164,0.0566360510710453,0.001101421613144108,0.09562301886438897,9.992416963729525e-9,0.0011921322468265673,0.036069588826771165,1.8405605175938493e-8,0.05574904870417369,0.05016254544633447,7.946207232830372e-9,0.008288373591525818,0.037420177043813944
0.047425138411178035,1.4942373145815245e-9,1.9120798168533733e-8,7.183822476736744e-7,9.732222434994409e-8,0.0364542360346976,0.0416110273692765,5.383099555215464e-7,0.007065713193081225,1.342543149328068e-9,0.03234998811979483,0.05365799761636881,0.051205245459943254,0.018697933760164844,5.5640480372868385e-8,0.002323098346356272,0.03259020657134145,1.2073543146510405e-9,0.032641870279132,0.04940318318537435,0.055671016847273526,1.4488242607335218e-9,4.4801772369872236e-8,0.0006424477560763699,1.3979909301893618e-9,0.041200508773435195,3.740105027655123e-8,2.9804662276885845e-9,0.024672764080653085,1.7054945161665187e-9,0.003577993841028558,0.04813244211087651,4.047633172613363e-6,1.3943286535139944e-9,1.5411692727037708e-9,1.6389111081077154e-9,0.050204070772863554,2.2576361591057912e-9,4.9678830190029085e-8,1.7618425908932764e-9,0.0862360862897692,0.02453519508990302,0.007441687277832166,0.05538262121203368,0.03724311956412365,0.013893614307293124,0.06500015689932968,1.4208346540490137e-9,0.019630065995093662,0.06110494095388322
0.026046622870168727,6.721332096812409e-9,0.04749593715072544,0.019026159050622837,1.0983809627143098e-8,2.918980065460477e-8,0.04178515872966242,3.902242569799416e-9,0.04998720446617643,4.789527041303613e-9,2.7793449080960498e-8,0.06274672329377477,0.004126291345412368,5.919938481233778e-9,5.671211647447242e-8,5.20461255656086e-9,0.0741017935022552,8.243755277036451e-5,0.024668825826527872,1.4048122902906483e-8,0.0737441467612894,0.011626964480159345,3.516762873280223e-9,0.07737815382321649,9.36292111527693e-9,0.044048543399300505,0.0013629503540946628,3.182126114456671e-8,0.04745067071670556,0.008252212484975149,0.0075532133642308335,5.8725407522611256e-5,8.885042011210254e-5,6.369916055226796e-9,0.03310708977335409,0.003147788473129084,0.038817514718115086,0.011320191276858375,0.029540747997795772,0.009392003827064472,0.07428926750871329,9.816387258630857e-9,0.03313856858835672,0.000932330350661072,0.02150708602753202,0.05493794371250616,0.016634195615649633,1.5124307938593237e-8,0.03944210692255224,0.012161338931381927
0.007282858606408568,0.057183936387613814,0.0002826946241463108,0.023350746858204274,0.06207131018942858,0.005303272422779589,1.8382129952338132e-10,0.055171873877073264,0.021573911090921608,0.054147225042990854,4.4851263345385424e-8,2.0809808660517808e-10,0.008595863513007418,0.05320506446656724,0.004387313058632175,0.07079703538966149,3.4238041553361597e-10,1.6607291833980654e-9,4.85012279908396e-9,2.8514943888518173e-5,1.7318227351312043e-10,5.763182963180297e-9,0.054665357102507306,2.826444966071309e-10,0.05811971857939205,1.778275228601814e-10,0.021969293932762257,0.01053803467817053,0.0034626426467205297,0.06692768054274577,6.325706157204172e-10,0.00924334830991286,1.2471755972191719e-9,0.046301195423948685,4.339491095201743e-9,0.05419575770360937,1.6082508177701035e-10,0.06839034607992737,0.009215759199480577,0.015783419589150922,2.7798018524444077e-10,0.006971407164898641,0.0074820211915898145,0.0006216857200661999,0.008547834560560397,0.03656322919152581,0.021094831860215223,0.051407596985400004,1.0047986201747274e-8,0.025117143868159962
0.04644076377602432,0.01696538330443673,6.860888982575479e-10,0.027161371204759307,0.012453431107761915,0.04643835017615308,2.494458917913484e-7,0.027377903696944844,0.030163041010349598,5.593294679639602e-6,0.044477236068464154,2.0603002074323358e-6,0.06569431734838492,0.051292860026202654,0.015028671975338796,0.04557658018803331,1.3449781292368122e-7,5.013193024355736e-10,9.68826498625251e-8,0.0612561110891018,5.305192702318093e-8,5.494677518511871e-10,0.017564232296976144,9.541799937149635e-10,3.347255547561646e-8,1.1116025120947507e-8,0.019321459401837614,0.011897215742232495,6.0304763963526444e-9,0.0073542019767788664,1.107332033629072e-9,0.062426373112326454,9.618481045204082e-10,3.845081650868509e-6,5.21412344307128e-10,2.6184770282151003e-6,9.705581552142904e-8,0.0068428015899584015,1.0842061549434798e-9,6.028707481372056e-10,0.02300253255599471,0.04530149152795862,0.019995925660703323,0.06863008982426985,0.038401198284087085,0.03162847780983994,0.07874343454014048,3.7737183476093785e-9,1.515375989666924e-9,0.07854973374009734
1.0345167462778179e-6,1.6782451722243883e-5,0.010535789528759719,0.01074514854744388,2.75024144348584e-10,2.5569538580188613e-9,0.023501293028066517,0.018508457404562702,0.022326837522459696,5.32299794505963e-11,9.014355491672524e-10,0.03435995587921101,0.034999881192795367,0.03401781362162639,6.03715827276114e-11,0.026261697893987523,0.07007558018780481,6.173047601228165e-10,0.07794245251659765,5.856566325032049e-8,0.03027023725616336,2.048570563056995e-9,2.6490604943789774e-10,0.009975818856884663,7.249885843780799e-11,0.02974730959034325,7.489759734630314e-11,5.336719047604274e-11,0.07072623989778813,0.010295702612911847,0.026509540104332017,0.03423744795433147,0.013806717230479106,0.005523210777090596,1.7676374485597288e-6,0.0026554019050725724,0.020894959906984478,0.01814455663457566,0.0529148857754433,0.0032577715148333964,0.10193516352340554,1.2024531088054934e-10,5.203975758972557e-10,0.04239033148690266,1.9322569343631518e-9,0.030023162541105073,0.05358601612429924,7.400287874712656e-11,0.03670885826753179,0.04310210791918653
