edge_1,edge_2,edge_3,edge_4,edge_5,edge_6,edge_7,edge_8,edge_9,edge_10,edge_11,edge_12,edge_13,edge_14,edge_15,edge_16,edge_17,edge_18,edge_19,edge_20,edge_21,edge_22,edge_23,edge_24,edge_25,edge_26,edge_27,edge_28,edge_29,edge_30,edge_31,edge_32,edge_33,edge_34,edge_35,edge_36,edge_37,edge_38,edge_39,edge_40
0.738885824379142,2.349281421791335,0.392033336039823,2.6069121256647385,0.8177995998127866,1.6742535218193098,1.192540464723115,1.2109984013345318,1.0347281713025531,0.7941182493861266,1.3146802351369884,0.7406324912362438,1.388624051346601,2.031381490531691,1.684634885180195,2.0818767771674898,1.3289417789848101,0.5403727855666959,1.2981221779012644,2.8419544146972635,0.4800429099281111,0.48655393602846253,1.2472035991737402,0.4362580108107253,0.8018657003647571,0.7512095832963603,1.0882824706203267,2.236689524705928,0.6941008868843109,1.42519334540398,1.0093338435413857,2.3316560301351146,1.3268686647228458,1.8909527164236846,0.44023984122823834,0.5338646485548252,0.8184284863782502,1.1876576630322333,1.0288853038042083,0.4286427426695634
0.20494918353796057,1.0567970203744337,0.2384173426354698,0.43829397501718986,0.45003380183919023,0.2658349977302338,0.4178575551779739,0.7463008350098307,0.1808152955801863,0.5369425537430453,0.32091749437980877,0.13986515916257186,0.5215292292802467,1.2083443825909723,0.4157661924558267,1.2125966567888073,0.19258501051432733,0.6941039357511987,0.6230950137755358,0.525234643743417,0.15616256757170188,0.37523614091732654,0.5776462027810004,0.09297003179014686,0.3946767192165594,0.22906800097086194,0.5329174916882511,0.27521747558146054,0.2991004165673454,0.5262975532266925,0.5910767164319528,0.7655935448467814,0.6686011242286464,1.0350446390159738,0.3853400281406583,0.7300768397768261,0.22124810017569327,0.7368803898602719,0.9894901208393689,0.4045161098649159
0.8456504360126961,1.2859329739570609,0.5461992428263923,0.9106850427675305,1.169340738014441,0.6497648252224425,0.20602819043347223,1.4376341430498563,1.2536895978926648,0.46184759829995176,0.660804352505211,0.5018345121883813,1.5447521003143,1.2196141885946497,0.7097041038475768,1.6193383987691123,0.7650341618411971,0.3446205581041139,0.5262249917043975,0.48236707857699956,0.41028414081296405,0.45801883643403407,0.8396234617441856,0.4684496826283944,0.7536956608195554,0.2676472757348851,0.5731638063686949,0.6522619576136321,0.5220748625421214,1.6919095908020252,0.5131857038477439,1.7575752903746318,0.48920534932742504,1.347080278312495,0.37198985459426503,0.8199485284127459,0.5169660156910422,1.0060916564752544,0.5073574264194464,0.17535692321157167
4.547515184945902,1.633761326972658,0.31306606946003174,2.6630855241454725,5.952748081784344,4.20307148730219,3.969135388891054,14.169902892933207,0.5458179523079841,0.5990624822215257,4.932699009596325,4.309200184322152,14.569697091236222,15.294402495856831,0.5740078462779821,16.44468467472063,1.6447515738304315,0.4073954752128295,10.726314196562054,6.887860203531666,2.8389811486664533,0.7952625571627587,4.578021213547374,0.38350272812273306,0.6165205055868618,3.356977617321948,1.3609226845998446,0.5206277353582688,8.328387890267893,1.5777065845043567,4.193802076022702,11.923756491687906,8.391709486817078,1.0687117401368844,0.24296895041252364,0.9634125613073061,3.341760907201539,1.3926426813735575,1.950946864132528,0.8101716768868733
0.32329883192307723,0.08299173636455816,0.5783795859974707,0.18738349778560406,0.542916401170061,0.4872134370875903,0.15960306887641001,0.0859160733040271,0.17345473309918188,0.4105758713805486,0.2813342074139675,0.3122048626063132,0.17496143483926935,0.167358896975063,0.43532289586929473,0.21359414416580977,0.08249957759916979,0.36713867501912545,0.08834410362266999,0.218608724049759,0.19300982880361023,0.44390776649620745,0.39122128883151497,0.36571240915008113,0.6437257625750593,0.423750078224808,0.37237395873270535,0.20875639374775695,0.08391966606192328,0.24911179091961785,0.27912258613127905,0.14809189999681274,0.3061033132588373,0.2149184143027675,0.4690623860195346,0.13707861782008465,0.15681875601786807,0.16026542253793596,0.08744467460016014,0.23903792754624612
0.08602102628779901,1.2872002508851448,0.33938810321392143,0.5385608485570126,0.834612622356816,0.233169381633498,0.1574332210096735,2.264045294558053,0.2028288829325378,1.029236070339307,0.33650459518633347,0.061701685891218744,0.6221456258481798,2.3822485348760076,0.13951730989517055,2.036005400671973,0.26613356362642093,0.35383460923966853,1.0400935168351357,0.2456360787292093,0.08549558668779766,0.4449446619729592,1.3446005273546418,0.08912650319608718,0.7209506624510025,0.09031641375520397,0.1624431741232775,0.23496983237664285,1.0982215757320688,1.3832416002394037,0.8028427577539893,0.4791444660302394,0.9182992851582609,2.1653701638598264,0.5838755794275109,0.9766167773376117,0.20908152619822884,0.552288630208664,1.1172674189946632,0.6243132950136754
0.13120406109307298,0.24703145567863594,0.30852881837114043,0.06763485524001538,0.5016981243303462,0.12280527566271178,0.05881870640460372,0.16080007547580685,0.046587619374860605,0.29707649160728805,0.0837211374884852,0.16492687383263527,0.04410633484761134,0.19199600869469385,0.05988950714719695,0.14461047544336347,0.027975070405306772,0.25122076345030325,0.11423036549127215,0.1335753031029065,0.14167544113915978,0.17299122872443276,0.29987097738475466,0.1841569650308465,0.615285169385055,0.10568003516298759,0.08407224679998569,0.12897149775153424,0.3350918553336647,0.21774257616707576,0.2088676047583331,0.04379839048946822,0.18549271825146202,0.09759535414886175,0.4320563154196115,0.23072284715036045,0.07040091981734775,0.3602369309980287,0.15980539743377298,0.2130125353284322
0.008186632321896122,0.014445277149240014,0.374662248299602,0.02289549050979857,0.020789596563005778,0.006151891926867184,0.08194950994691658,0.005865742698744292,0.06292398013855209,0.02518451739607158,0.004321064155195113,0.19951804195073297,0.004637012620733698,0.007307210548512897,0.02515859754700499,0.007282950018992373,0.09023706121998615,0.1436667076587037,0.05753440867366261,0.004370766701304569,0.202920522534636,0.16600786972785098,0.008505095225349823,0.18778257291393194,0.049644323087982195,0.029669086370335513,0.010680717121447672,0.01701443780216853,0.13433644850042678,0.03804835358792712,0.08274352010984524,0.0028019841271489138,0.081122717160071,0.017072483318551133,0.38402124342029076,0.05153010298443531,0.07203022654441085,0.042117100234302755,0.23524730783160008,0.21117406882973544
0.2156746858995158,0.17574759752187344,0.39315179658240607,0.44186091671808087,0.07114770992127753,0.5080376240445761,1.2743589536263136,0.2961736631459844,0.27213779873202254,0.2533122121287198,0.40565928784507377,0.5602105739317664,0.6009568654134518,0.16700152434752777,0.6228860183134131,0.11436371245377139,2.446329579227915,1.3142911893930356,0.8963394968425332,0.7169821444754111,0.8057753647079408,0.9174448302525632,0.17741456299977534,0.5242109515316354,0.16851470643710031,1.0425150838261934,1.1935954492962197,0.8845512228217615,0.3661116336332321,0.09427687933149968,0.6897702265255533,0.4323289789501547,0.7869448588067307,0.21420108392568157,0.3695464981385394,0.13444892362383226,1.7480242667228083,0.17500559642296584,1.0633821501313692,1.0020241968919397
0.3315365477806518,0.16632135559065545,0.3105477154467695,0.3249039335340824,0.13693621685471075,0.035440677689269846,0.09954237118135342,0.16190820937655925,0.8667161752608511,0.05000484770539293,0.07811050172883546,0.16988164043276455,0.19704660758646925,0.12381467011513499,0.09202895849549429,0.10065887960721798,0.36675215299916464,0.14904206347402887,0.10935471564940125,0.06262903666593739,0.24612672748946823,0.07446846833228311,0.029134764014331595,0.36396576668727704,0.22696854209581438,0.08263409745402706,0.1078047294039147,0.12973590179967925,0.5668957699132782,0.7601812542336773,0.07849357717939896,0.11246354516509237,0.09009237900921047,0.1153688842849652,0.3706842940452963,0.6806408528139638,0.08224746372308736,0.7612691167030784,0.34494629433701574,0.1336344778543021
