asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20,asset_21,asset_22,asset_23,asset_24,asset_25,asset_26,asset_27,asset_28,asset_29,asset_30,asset_31,asset_32,asset_33,asset_34,asset_35,asset_36,asset_37,asset_38,asset_39,asset_40,asset_41,asset_42,asset_43,asset_44,asset_45,asset_46,asset_47,asset_48,asset_49,asset_50
0.05068474109563125,0.00038192225090486593,3.501414062890316e-09,3.4133102463589356e-09,1.5681461009472473e-08,0.057736395502612045,0.054759434958762,8.302691584797644e-09,4.145228357366888e-09,1.9213528431379705e-09,0.04941115680241231,0.036020693586771804,0.03637355610995377,0.009540975720154603,0.0028054698069796048,0.017742899452258216,1.5280975649734203e-08,2.358374427263872e-09,0.031217447066199933,0.072494745401099,0.050344405891292424,4.221919079038762e-09,0.024222460131718297,2.4597966330869464e-09,1.6773563485221287e-09,0.034586420273629494,0.011169691916242596,1.5724159972858616e-08,1.3345750915411891e-08,2.6582268622491784e-09,0.007510868059989197,0.046658951364957596,0.004050288819086495,1.4179849568491672e-09,1.6715250180906583e-09,2.741580522955856e-09,0.04436139066655716,1.3558078141080664e-09,6.8034682923528014e-09,6.461737696668685e-09,0.0554730011275008,0.04796495223638812,0.011528210314517878,0.05508303544208444,0.050203959641782835,3.586540517617066e-09,0.06366291779242977,2.1291619772032654e-09,0.019358901714880226,0.05465098599333866
0.05236994144761597,0.016274219140658824,0.047665091423024886,6.27010384150693e-11,0.0756796444472672,1.2885569836234732e-08,1.733808696333323e-08,0.006668341057316324,0.022126768314467277,1.4280623066096392e-09,3.4408239949542323e-09,0.033179030380199516,2.2574183475912717e-08,0.007897679698818832,6.131353352929996e-11,0.029365232229482948,5.973651153818744e-11,7.21552446683441e-11,0.017025314178307285,7.859441958881215e-08,0.03427083340164372,1.1702197963566361e-07,0.013784156862678934,0.013138241583646232,0.046433427780196455,3.523705982404126e-10,9.010546648959025e-10,6.070612325252046e-11,0.06723475308101609,0.06414739370329997,0.0022783438901426574,7.930703147881893e-07,0.008074787882207175,6.73060499762556e-11,0.03556505860258947,0.049681088861948636,5.652823606910003e-11,0.06258717324746771,0.014927356444564098,0.013580085463338328,0.004210900687265797,4.396918933597865e-09,0.021690361064364276,3.523229241680557e-09,0.051786385942734686,0.05793451664331991,0.0032476612033775685,0.038951034548510705,0.07214751659875439,0.01607660422165241
5.578303204227332e-10,1.0296804078115794e-08,0.05839478604133914,3.174124357367845e-10,0.0038223466814402292,0.027986112586815992,0.02411022924632131,6.818667412810089e-11,3.941374936372267e-10,0.06579962250115261,0.01395053554824325,0.0011659424180801973,6.185293289586148e-11,5.1277597305440866e-11,0.04397692090825906,1.8231964436249089e-10,0.0059239083168973255,0.07206975035023772,1.3756121519762733e-10,0.015022805561362594,0.010748789563954076,0.06831708535510887,0.03551853782901648,0.05688317088108646,0.034654928727046654,0.027599200224260816,0.05892835926305796,0.05009585062890787,8.466904999584092e-11,3.180456815033941e-10,0.030057597095894534,8.145739414507774e-11,0.02524544099507595,5.653661620225893e-10,0.05181197592479422,4.739557224873228e-09,0.04319268959377961,3.6061915360806844e-10,0.005590651447952313,0.07904440250558174,2.3752418316780337e-10,0.008238350778820926,0.030120690035889477,1.875532095148911e-10,1.345047419913647e-08,9.350657269895245e-11,1.5722710479450488e-10,0.041766439959836386,0.009962846541293749,1.438719817666034e-10
1.5577591503528686e-10,0.026754482640441436,0.04433251207573859,1.6907704284396387e-09,2.3057051549680753e-09,8.739748218222789e-10,0.008820449142349186,0.03624574172550121,5.780206743875553e-10,0.024022286908628517,4.9810500503563e-10,6.000784725169165e-10,7.643606025487472e-10,0.03630840051882662,6.738869044664728e-10,0.03548879115972833,0.036176193504970165,0.056291987747905316,0.061839953560584394,8.773457514438458e-10,1.0767798508604999e-09,0.047153030498488714,0.028931168031097326,1.5847963732672219e-09,2.2652158693161896e-08,0.017672343409724102,1.9192109358570887e-08,5.159460221990581e-10,0.05739668874978419,0.010628743178716125,0.06059625585847637,1.919305508409689e-09,0.049837431236482044,0.05004740445924615,0.029817508413032757,0.01213627235230651,0.00404825648179301,0.02211986025911183,0.0765731531549047,0.0858036923380959,0.039610362066245075,2.773649706259598e-10,3.122287076597403e-10,9.546548724295492e-10,1.8752308893614161e-10,3.8763287047059215e-10,1.8424932980769205e-08,0.00028623135199337473,0.04106057264449647,1.5002755029342368e-07
3.5791656078614336e-09,0.0209353599404998,0.02516336898081489,0.03464835081595017,6.535705885785954e-10,1.616827755560128e-09,0.029127200880538263,2.0125044988278673e-09,0.0736957314220386,7.548067795488608e-10,2.2958780766347256e-09,0.01790531117324504,0.029964474906869168,9.286295972874997e-09,8.829004336157132e-08,0.0044302979015209566,0.09809714792686515,0.00016754416660016034,0.056379781799084955,8.297700437629111e-09,0.02483061076651718,0.00547576551942988,1.0278516219515735e-09,0.037811792185207006,7.659642763468577e-10,0.01874660590829925,0.004218162476067056,9.287139815972643e-09,0.05798039929510937,0.026518332005801417,5.692320797109897e-08,0.023355599596689938,5.24400685973901e-07,0.020011838139489275,0.010513086733309815,0.020941736404020875,0.008941459526982712,0.03827696072909742,0.06129644180435491,0.012503954386860963,0.08151280304682045,1.1158137926729955e-09,0.0050875008304948535,0.022744554167027014,6.5473600383796266e-09,0.06714632191888525,0.034495576372348076,9.915570074197771e-10,5.169784343871334e-05,0.02702351258199347
0.050686977287865205,4.37551349977875e-11,3.382571718490093e-11,7.8983745118928e-11,2.8936245812738688e-11,0.03013767221844353,0.044124815513743074,7.057837687674323e-11,0.010610047260391612,7.785089234879934e-12,0.025278708997588693,0.055393526460936725,0.0533399030016465,0.006012875214481641,6.89971410632213e-11,0.0018170492316494549,0.03636093204815934,1.3831365386449811e-11,0.03535039552173947,0.047667452883980076,0.0629083329695155,1.7875599145052783e-11,4.5757807033805204e-11,0.0057882131323523725,8.923741206520078e-12,0.03981819332469821,2.794123490915707e-10,3.186479684481531e-11,0.020985475609774186,1.773624249608593e-11,0.0002690746431810605,0.050793971657049075,6.080506829475617e-10,1.1113545533354219e-11,1.4677043975159993e-11,1.838458122699115e-11,0.04677861740499006,1.3785143079174115e-11,3.281662139118353e-09,1.857396406265201e-11,0.0845864603871317,0.022083532564316416,0.01372346492498683,0.05424374564253429,0.045288337688629235,0.020728430293127466,0.062556219648155,1.0219596625954754e-11,0.0210587959235143,0.05160877382375947
0.019499482234761664,5.373256628100811e-09,0.05917425235823664,0.0074592837566650125,7.520981844355634e-10,2.387946782300655e-09,0.04189882982959988,3.4057155975093934e-10,0.054024725433788626,5.25251900343987e-10,8.545882111616375e-09,0.05593703991304973,1.7781426970741537e-06,3.3442104994584334e-10,0.004014506823877577,6.649009877617838e-10,0.0680579450138887,0.013591801223540178,0.01584263898394486,1.7488945608851853e-08,0.07313527582304233,0.01940332404619083,6.263376523541107e-10,0.09637990401576807,1.5119687890016251e-09,0.037913653388006174,0.016650098940015658,2.13807316681382e-06,0.039543380424236725,0.01017811978842827,2.734210135734413e-06,1.1160559659355081e-08,0.0032757667604664843,8.79230790928153e-10,0.05220057141915648,0.0035852870097322826,0.031702851087305535,0.008888793006063588,0.029339458396662344,0.02463615932826648,0.05267134412639103,1.1735085740261218e-09,0.03581045914406507,3.694455772953738e-08,0.019936061482191226,0.054673990290153414,0.007108825938532809,2.9917048319785475e-09,0.037652160641144426,0.00580726727587961
0.011693812335648854,0.055817614521225,0.0014162154560495225,0.024670466182229695,0.06461526483961688,0.005899837901614899,1.0458704865603648e-10,0.0510175075595634,0.0177265358334864,0.0601091588732932,0.0016437504900263342,8.730581864268179e-11,3.2453909596715754e-08,0.056406202842069875,0.007935141772583266,0.06651286638915106,9.629293450961862e-11,2.995866295861089e-10,1.8017522852093595e-09,0.0021929940780268608,6.789767018340084e-11,0.0003719355806465816,0.04989898707256125,6.414409557414605e-11,0.055087101809831854,6.996397805246889e-11,0.015700529608142545,0.015063690834170827,0.0053460344472517725,0.07237098076077,2.142254291287866e-10,0.010703447774108374,1.5608490293665294e-09,0.03799128969403264,2.3275836965850707e-10,0.05655942377139802,6.500589639888792e-11,0.07047102112935089,0.01175022395376179,0.019561226873681777,9.830888544251427e-11,0.0048793877750628436,0.006702807434114208,0.0012218637248733665,0.011770560638031979,0.037569138423401746,0.012351715601086706,0.05507824181339453,2.2236490748312039e-10,0.02189298476532786
0.05646807295876096,0.030063999915605304,4.6685030121885434e-11,0.03239841985248205,0.005609036213416061,0.04268070936238919,6.732842958614718e-07,0.023131453808515112,0.030215866701474043,1.7072591860650043e-10,0.04095449180286404,1.3419680942376062e-09,0.05970076771525684,0.05278244747315132,0.016747170184231577,0.04953234559110394,2.9599710518639816e-10,4.2962514425049255e-11,1.037130181404754e-08,0.05546814224720446,1.8476515884798548e-10,5.709118223959951e-11,0.014303890478532729,4.333586020816759e-11,9.346078887654253e-11,1.2011577278437904e-10,0.016104416377296614,0.019881098464311908,9.802545231881651e-11,0.01112643472180972,6.477192068733316e-11,0.06774763055858815,7.852235708730932e-11,2.436852106470099e-10,3.352758083401474e-11,1.1307964495262958e-05,2.1812504097155856e-10,2.479907135547122e-09,1.0432785933675642e-10,5.5100735031009773e-11,0.010544069475668695,0.045029418236905365,0.016896884626843533,0.06893557396028262,0.04852771819541389,0.043910113894556076,0.0740131925288951,1.325099638547628e-10,5.4832415191589516e-11,0.06721463707367627
8.059321270774966e-10,0.006974625629075383,0.014828522590885235,0.0004358818551088333,3.531110691499506e-10,5.487620930904635e-10,0.025295890357570235,0.01488080178197433,0.03415721261396724,1.9569394426940252e-10,5.179689532690634e-10,0.02967484688209775,0.03612426009518792,0.03245330142692036,3.649880658235199e-10,0.02713730937364794,0.0712387614750742,5.142837288752208e-10,0.07702696759406508,8.320357415314848e-10,0.030483748048183268,5.401512374413763e-10,4.6342278713022245e-10,0.011023649651682932,2.2967579313283122e-10,0.02574143062419493,4.663760958078807e-10,2.844098886059827e-10,0.08585746794035026,0.010116845030166686,0.023861654470953005,0.032087341683963634,0.010424560495880494,0.011261184050144098,8.815482855089614e-08,0.0059508429427126,0.012674353765504635,0.027147298843121448,0.058098981727053724,0.008461100417249106,0.09720092142539291,3.4898420959932375e-10,6.681714913050561e-10,0.030251317684512925,8.840345300999503e-10,0.038141607268103665,0.04051729740047648,2.520976696880013e-10,0.03714824412945773,0.0333216742979295
