asset_1,asset_2,asset_3,asset_4,asset_5,asset_6,asset_7,asset_8,asset_9,asset_10,asset_11,asset_12,asset_13,asset_14,asset_15,asset_16,asset_17,asset_18,asset_19,asset_20,asset_21,asset_22,asset_23,asset_24,asset_25,asset_26,asset_27,asset_28,asset_29,asset_30,asset_31,asset_32,asset_33,asset_34,asset_35,asset_36,asset_37,asset_38,asset_39,asset_40,asset_41,asset_42,asset_43,asset_44,asset_45,asset_46,asset_47,asset_48,asset_49,asset_50
0.06961928761475489,0.03956505968801323,0.0902633562920353,0.026396544737760194,0.09330195503088586,0.026903422134766538,0.04436414215617465,0.03908677396564793,0.05857467213296615,0.03194893827967654,0.028999986216811352,0.06428667336332261,0.03418440561652465,0.049208198721190984,0.044767036576744135,0.04540538134643206,0.029049023037455206,0.057976070956203225,0.053014849345808565,0.005264526232246516,0.06156394808387432,0.06975311725444731,0.0518330108761645,0.060302648501946485,0.07392277236538505,0.0343844509542322,0.019396045966026416,0.016065909019269735,0.09332149263173897,0.07898215635280928,0.06423619490065663,0.030602833254611557,0.06908143940121572,0.04643538483258112,0.12042806512628468,0.07903916085494385,0.04477075907330413,0.07771819028531993,0.05597622106005722,0.04205993560756673,0.03673744531025436,0.027473141847662544,0.06072492536937335,0.049060110743452144,0.05139426023724002,0.04778380374873901,0.028211952836037845,0.0972552471884115,0.11180320390703376,0.02662738719773823
0.0935344291510639,0.11829318738556242,0.09995380932606293,0.10267637105811836,0.08204262529340567,0.08781555929777335,0.11095534203622061,0.1281529803967828,0.11252239720587884,0.07453075192978975,0.10212301636117074,0.10914318013645616,0.1475607423843332,0.13373417715799682,0.0714477447217467,0.1377873370586887,0.14259567880758092,0.07957575007235887,0.16699075173726377,0.10048868950388468,0.10991346031339846,0.1178177473841028,0.09864892786181931,0.09944922808277037,0.10012329941823192,0.0973578782166721,0.07677453911934985,0.09407890236164826,0.13817949583109038,0.11048736988545943,0.12189636320858202,0.12229317952018774,0.1168414746757564,0.11629886956018405,0.10650455180307071,0.10055913123300284,0.10637872829857177,0.1294335602046391,0.140087319529574,0.1058939244462744,0.14541572370286523,0.09107512294098168,0.07764913415728092,0.11126789995556102,0.07685204492007136,0.093943087921632,0.12299488086293538,0.07358921606927121,0.09725489242539835,0.11990650460548374
0.06544461490537014,0.07607573375214899,0.09746862728845698,0.10918917954396884,0.07688160695253857,0.07018265409319033,0.08935579410242481,0.06588932217654717,0.10990291516029718,0.09338054093772497,0.05381199701752348,0.07683593762046251,0.07912692176887541,0.067464973340784,0.1060242973165773,0.06388367128346327,0.09280734465135305,0.08960310066299094,0.054999346848861486,0.07517675226388097,0.11036478088228642,0.09634859776974238,0.05049874541198353,0.10534138933298562,0.08566331178341259,0.0817202120417958,0.10066772764924983,0.11274955327726296,0.08248295639419945,0.11303598203841776,0.0660099316723615,0.07484680036900165,0.06982280899655546,0.09887498141578088,0.10458666468418334,0.06938739024814743,0.08666893335936453,0.07678103651360338,0.07702607232494224,0.1007065382751012,0.08153801225007833,0.08992783717743724,0.09464044268643719,0.07483557111860431,0.09079953956153794,0.09147205635328708,0.06824952795982571,0.1020150973389825,0.07363152751160609,0.0965754341205815
0.1275131638116922,0.1413640108564354,0.09999663224512371,0.14220090128926774,0.09559402726703921,0.12724545506050455,0.13723991601761754,0.10668802083768154,0.12831122081695814,0.11452423523522827,0.1334062246902415,0.12101131270455534,0.15423273817355593,0.11531408832251709,0.13881956307140852,0.12309412971906301,0.1233661497598422,0.10858086411750292,0.1213120957979829,0.14662088928667344,0.11384437931902615,0.1144299169844746,0.11751855724629251,0.11678026099101563,0.11146921637355363,0.12610320532363448,0.13447762755976653,0.13532757251238559,0.11647706123082056,0.11624358683833938,0.09391262275849468,0.1272936796715891,0.12126270049405291,0.09799231247889441,0.10189953845309722,0.1112702682543399,0.12942732403887958,0.11174857002274785,0.1025798290533925,0.10606811967940505,0.12760845931042977,0.14778083052696736,0.10151091773805333,0.14860053205673956,0.13006486218812674,0.13694016930197464,0.15394186698908816,0.12116491910704373,0.09909131880037025,0.12949291100819466
0.09919912777618953,0.10447292441769643,0.10927521526957337,0.08307473529045106,0.11537448487455011,0.10317016006727243,0.07966292587828779,0.09654369576007883,0.08875705555451283,0.10590192480180952,0.11661588692255088,0.11287014485546051,0.07220627856294949,0.10797944641798302,0.10565971833194736,0.10158526333972909,0.07343850363359383,0.09533109501558314,0.07998848261737704,0.10684425235103219,0.10513397240292487,0.10715543513306533,0.08961157653704303,0.1041415373550302,0.11521034226717089,0.10260360405130663,0.09746850583952932,0.08484606078386295,0.09418956703686339,0.11077844480540718,0.10071604614808144,0.10114950315750665,0.11285945932878738,0.11583214654118029,0.09218948893402969,0.09584118078067867,0.08017617675109642,0.10029521930163036,0.1014084774114188,0.12090670886490686,0.08308828371281607,0.0962322022942885,0.09533087857818248,0.08116836788797423,0.09143334127124307,0.0846064438305351,0.09541593625184427,0.10270099013364324,0.1193670599072245,0.09335284888203449
0.11609822019870228,0.15372071250523964,0.09485117586159846,0.14702297799385375,0.10294468691412592,0.14365341763866907,0.16010612380850908,0.1519857006544655,0.1282993409282669,0.11116367666136145,0.14127969642858948,0.13452734840640834,0.1769719154821782,0.19111278335171183,0.11809991392261907,0.15665848540298297,0.2006994142178689,0.11967961556535485,0.20810660662539554,0.12922284735786282,0.1287993096342113,0.13626109371791856,0.10140187823593932,0.10083005016923405,0.09045119961615297,0.16833044071232833,0.10371808976122049,0.11544427090403321,0.15847635817965278,0.1242256972637862,0.14618721888063724,0.2013359884521408,0.15420303884710695,0.1325831007158062,0.0996808073327128,0.1075244622197976,0.1634422961136663,0.12628647863040066,0.16660218274954391,0.12374196313469364,0.21116125868920982,0.11889923230519538,0.10155683344330119,0.1708302495537164,0.10969505360913703,0.1094785845008032,0.16615640990920352,0.06766918446265772,0.1046065571779214,0.17659180094351815
0.09180349209080338,0.08698428585041068,0.10242107864139949,0.07699394766524104,0.09803095327951221,0.12068656461847599,0.11769893560808187,0.08374696359586666,0.08082786822380095,0.08692565134463365,0.11428249811376337,0.09472464705207309,0.08507535040758187,0.08248997788950922,0.106899220540704,0.08310937771666738,0.07277252878709368,0.1102907102291414,0.06477364206425712,0.1167895807655567,0.10469900296601907,0.10516128587530812,0.10254402735132413,0.09394607987385134,0.10726339510610021,0.11226571451687647,0.11475113040307287,0.11451060704294126,0.08459057999272612,0.06738523948810862,0.10225144637865975,0.08472545600946102,0.0921241959315391,0.07453541067756919,0.08951235640218241,0.0665866617481701,0.10957897374016148,0.0642057450085243,0.07970330757944286,0.124707566777983,0.09404912706609346,0.11743162135895702,0.10186452173255274,0.08359083094857994,0.10006631819905026,0.07693993581170952,0.08377931839185396,0.1140434692861114,0.10918638810147359,0.07932726109998611
0.11209693684379174,0.09672350937803226,0.10776260358353774,0.09982037930249255,0.08336731273987764,0.10308150302863703,0.08080501494541618,0.09953273658997613,0.10017193181537684,0.08881232921827976,0.09788070862536262,0.08328562871887421,0.08467601219290609,0.07360009179627207,0.11002280369907838,0.07870340454057326,0.06332205368389936,0.08822881003465481,0.04431935407139062,0.08513204113056656,0.0904625385412447,0.09003796508750232,0.09086205959272946,0.12258549975475821,0.1164549006517782,0.0820776500067371,0.10563882632571073,0.1164347473654622,0.07550346368675458,0.10062842293060331,0.06948234008228871,0.0804045368742846,0.07778088992683307,0.08251084197110538,0.09198038136020963,0.09354320281334083,0.09302080094324489,0.09505362082162078,0.07065867168575019,0.07092568124364344,0.07076138796070788,0.09332756382867531,0.10032004479787002,0.06208017984690967,0.12185168305225705,0.11078108049664757,0.07426566988235499,0.11447298332778502,0.06297745249358105,0.070021638567887
0.09513436606974529,0.06118101528775462,0.09741048078241492,0.07430583722396328,0.07762072652346456,0.07406517540125654,0.09348377902213165,0.04879306365673925,0.09360311721594777,0.07129680655522594,0.09665080563089647,0.10868359889278835,0.0717724016273648,0.07778302251352,0.0904823090007944,0.06597504429561811,0.07576327589594417,0.08272218310608452,0.06946981855010972,0.08742120203579345,0.12491311293695709,0.0900078506701954,0.06677172108548075,0.09893096728030115,0.08211335374221478,0.07809547898021847,0.09489782245814297,0.09542917517811558,0.0731854354411855,0.05755254276367883,0.08826144917726157,0.0681952360699385,0.06781968255436494,0.07918535853523237,0.09801688284018707,0.10620274157913574,0.10092771953439998,0.08686388617639382,0.07194478792236464,0.07728529652406568,0.07428743222919523,0.08722156478298237,0.10134614271718022,0.06234825649743752,0.11986488479112008,0.08489297438702526,0.06764899969487453,0.07762511191287164,0.08684111463513589,0.076853374638732
0.13858472866127047,0.07173320601589418,0.12131855006831666,0.12022673672166377,0.09456269571644266,0.12580796463128469,0.15817270645575904,0.09889845727765861,0.12248144576181152,0.08619330377652719,0.1298804866051152,0.15927771844872857,0.12512338568521916,0.10816378333830803,0.12466651218939884,0.09025277163564051,0.12627274014201464,0.09631575006084915,0.09640445498341757,0.13970679298632055,0.15819268163010974,0.10648118715515932,0.08772861215556722,0.14295907337907113,0.09692517007843898,0.1517982030547736,0.11053922834871274,0.11985393700039519,0.12290164929443168,0.09372286710483145,0.11312448632544482,0.12336156454973146,0.10072613143360235,0.08902962562399995,0.09319252185124358,0.09612202438429022,0.1492105324389909,0.08181456580687906,0.08808416573486325,0.06564550721939746,0.1549707025943802,0.13064451714788716,0.1349613512550021,0.1342384898066735,0.16452370596650429,0.13105114379159416,0.12268267142653677,0.09014988312318357,0.11192926726313951,0.1311695234523926
